text_id	text	masks_stance	masks_argument	quarantine_stance	quarantine_argument	vaccines_stance	vaccines_argument
20996	Пока оформите и получите первые выплаты уже карантин  закончится	-1	-1	1	1	-1	-1
20998	Люди из Москвы должны понимать что у них  в другой магазин подальше, а не тот куда она  заражают всех и всяко из зоны карантина!	-1	-1	1	1	-1	-1
21000	[USER], возвращаются  конечно им тоже на карантине  ездить к родителям хотя бы неделю, не гулять.	-1	-1	1	1	-1	-1
21002	Муж в Красногорске застрял на  хотят отпускать домой на выходные ценного работника на электричке, типа карантин там   местное сказало привезём все что хотите, не выходите в  он говорит вообще масок не  они делись?	1	1	1	1	-1	-1
21003	Муж в Красногорске застрял на  хотят отпускать домой на выходные ценного работника на электричке, типа карантин там  автомеханик.	-1	-1	1	1	-1	-1
21006	А вы думаете, после окончания карантина, зараза пропадает?))	-1	-1	1	0	-1	-1
21011	"Позавчера, 23 марта 2020, был на улице и проходил мимо ""скорой"", спросил мнение седого водителя о карантине в Москве."	-1	-1	1	1	-1	-1
21012	Так что Киеву конечно спасибо, что показали дебилизм этого шага, но это и так читалось))  А с эпидемией борются вполне успешно карантином и медицинскими разработками, у нас уже геном вируса нашли и первые вакцины сделали.	-1	-1	2	1	2	1
21016	Жанна, мне интересно а после недели карантина короновирус пойдёт на спад?	-1	-1	1	1	-1	-1
21018	нас карантин продлен до четырех  пока, до следующего  все сидят без  думать об этом  и животным сложно объяснить почему нельзя  родители как в одиночных камерах  что вопрос о психологическом здоровье актуален и необходимо действительно отвлекаться от круговращения мыслей и т.п.	-1	-1	1	0	-1	-1
21019	"Может ""стадо баранов"" поймёт уже всерьёз, что такое карантин!"	-1	-1	2	1	-1	-1
21023	Из-за орви не объявляют пандемию, не делают карантин по всему миру и не изолируют людей.	-1	-1	1	1	-1	-1
21026	Александр Сергеевич Пушкин, находясь на карантине по поводу холеры в Болдино, обращается  к нам сегодняшним!!!	-1	-1	1	1	-1	-1
21031	Лучше б карантин ввели нормальный , а то людей тупых дофига на улицах видно... какой царь , такое и население	-1	-1	2	1	-1	-1
21032	Когда Алматы закрыли на карантин, то в городе оставили только городских жителей, остальных всех заставили уехать.	-1	-1	1	1	-1	-1
21034	Интересно почему поездка на работу стало нарушением карантина?	-1	-1	1	1	-1	-1
21041	[USER], ну вот мусульмане отказались от массовых обрядов на период карантина, а этим плата за свечки нужна и пофиг на здоровье прихожан.	-1	-1	2	1	-1	-1
21044	Власти должны принять более радикальные меры в отношении особо одарённых, которые думают, что карантин это очередные каникулы.	-1	-1	1	1	-1	-1
21045	Введение карантина это введение  ЧС, со всеми его последствиями, и финансовыми компенсациями как обстоятельства непреодолимой силы, а у нас объявлены выходными с рекомендациями посидеть ДОМА.	-1	-1	1	1	-1	-1
21046	[USER], периодически бывают эпидемии по тому же гриппу, каждый год какие нибудь классы в школах или группы в садах закрывают на карантин.	-1	-1	1	2	-1	-1
21048	2 Кто будет выполнять грязную и низкооплачиваемую работу, которую они выполняют; 3 В некоторых республиках намного строже предпринимаемые карантинные меры чем в РФ; 4 Вирус в основном приходит из европейских стран и чаще всего его привозят россияне, которые там отдыхали.	-1	-1	1	1	-1	-1
21052	[USER], интересно, а почему не отсидели карантин, клоуны	-1	-1	2	1	-1	-1
21055	Что вам надо вообще, ведь задача карантина - не сидеть, пока не будет ни одного нового случая.	-1	-1	1	1	-1	-1
21059	Про форму собственности ничего не сказано, работать будут только те, кто обеспечивает жизненно необходимые процессы или производственно непрерывные процессы, а остальных на карантин (каникулы), кинотеатры и магазины непродовольственных товаров тоже, практически все частные, но их закроют!	-1	-1	1	1	-1	-1
21060	Хорошо, что хоть карантин соблюдает, а то вообще было бы страшно не только за его мозги, но и родственников	-1	-1	2	1	-1	-1
21061	И они же врачи, они обоснованно их отправляли на карантин, получит опыт в поездках.	-1	-1	1	1	-1	-1
21064	Если жители России не будут относится халатно к карантину, дай бог Россия справится, а вы понимаете что в России намного больше жителей.	-1	-1	2	2	-1	-1
21068	И все будут гулять по городу также и никакого карантина не будет.	-1	-1	1	1	-1	-1
21070	Сейчас с Москвы многие студенты приехали и приедут люди, которых вы в Москве на карантин отпустили.	-1	-1	1	1	-1	-1
21073	Преступники тоже на карантине, раз полиции делать нехрен	-1	-1	1	1	-1	-1
21078	Да нее  По ( идее )как раз не считается  Карантин и каникулы в корни разные вещи, друг другу ну никак не соответствующие!	-1	-1	1	1	-1	-1
21081	была и границу с Китаем закрывали, а при переходе границы(выезде) всем температуру измеряли и на карантин отправляли	-1	-1	1	1	-1	-1
21089	Ещё до карантина еду в автобусе, сидит мужик, кашляет и даже рот не прикрывает и таких много	-1	-1	1	1	-1	-1
21096	Я вам ещё раз повторяю, если вы не думаете о тех людях, кто сейчас будет работать, то элементарно, подумайте о себе, если кто то в семье не изолирован и ходит на работу, а вы, сидите якобы на карантине, грош цена, такой изоляции, она ни чего не даст.	-1	-1	1	1	-1	-1
21097	У меня огромная просьба, ко всем , поддержите меня в том что если мы по сути в карантине, но другие люди продолжают работать, продавцы в зоомагазинах, в мВидео и ТД.	-1	-1	1	1	-1	-1
21099	У меня пример, сестра работает, объясните, как  ей общаться с семьёй, та которая на карантине, но она будет работать, чтобы нам было хорошо и удобно, в чем смысл изоляции?человек ходит на работу, приходит с неё и по сути вот вам приветик, ловите, вот вам изолированные.и я думаю, эта месть нас заслуживает.	-1	-1	1	0	-1	-1
21100	а кто не подчинился поедет в лагерь лет на 5 на карантин	-1	-1	1	1	-1	-1
21104	Бизнесмены воют и людей на карантин не отпускают, кто в карантине на природу на шашлыки едет.	-1	-1	1	0	-1	-1
21106	[USER], кто и когда и на основании какого закона объявил карантин.?	-1	-1	0	1	-1	-1
21110	Если около 11 тысяч человек на последние 2 недели вернулось из-за границы, почему они не в карантине?	-1	-1	1	1	-1	-1
21112	Лучше перебдеть и на карантине полностью с вами согласен!	-1	-1	2	1	-1	-1
21115	Так, сделать вид , что пытались , а если заболели , сами виноваты , знают что денег нет у людей на карантине сидеть .	-1	-1	0	0	-1	-1
21116	карантин пока что никто не вводил, это ограничительные меры и не более...	-1	-1	1	1	-1	-1
21117	Откуда просачивается эта болезнь -из за границы до этого были больные только в Китае потом в Италии а в России единицы запретные меры приезда и отъезда не действуют видно какая то безответственность людей или не желание находится в режиме карантина но это же вынужденная мера и временная неужели нельзя потерпеть не портить жизнь другим!эта болезнь заразна!трудно понять??	-1	-1	2	2	-1	-1
21118	ну прикроют их, и ты в разгар карантина останешься без работы	-1	-1	0	0	-1	-1
21120	Поэтому Великобритания и Швеция решили не заморачиваться карантином и переболеть всей страной.	-1	-1	0	1	-1	-1
21121	Например у меня есть инфа что в тае нет вируса и паники нет, и люди в масках не ходят, и карантина нет.	1	1	1	1	-1	-1
21122	В аэропорту проверяют, и домой НЕ НА КАРАНТИН Отправляют	-1	-1	1	1	-1	-1
21123	[USER], там карантин военные курируют, причём очень  200 зараженных на миллиард населения.	-1	-1	2	1	-1	-1
21125	"искать) нашли, сидят около 6 грустных медиков, мы им говорим ""готовы сдать анализы и ехать на карантин"" они ""а вы из какой страны прилетели?"""	-1	-1	1	1	-1	-1
21126	Из Аргентины, она не входит в карантинные зоны, в общем дали нам номер телефона и отправили с Богом...	-1	-1	1	1	-1	-1
21128	Экономика какой страны выдержит карантин, скажем, пол года?	-1	-1	1	1	-1	-1
21131	А В ИТАЛИИ ЛЮДИ НА КАРАНТИНЕ, ДАЮТ КОНЦЕРТЫ С БАЛКОНОВ.	-1	-1	1	1	-1	-1
21134	[USER], закрыты они по рекомендации, и каждая республика имеет право сама выбирать пойти на меры карантина или нет.	-1	-1	1	1	-1	-1
21136	Всех гребаных туристов с самолетов поездов и кораблей в обязательный карантин под замок!	-1	-1	2	1	-1	-1
21137	Всю власть вместе с царем на пожизненный карантин в Арктику!	-1	-1	1	1	-1	-1
21138	Надо было изначально всех вернувшихся проверять и сажать на карантин, а не на самоизоляции.	-1	-1	2	1	-1	-1
21141	Не карантин, а нерабочая неделя, Не голод, а диета...	-1	-1	1	1	-1	-1
21142	Хорошо что пропуска в центр Москвы только для своих готовьтесь к карантину	-1	-1	1	1	-1	-1
21143	это значит плюю на все и всех- он должен быть на карантине а не ездить по день рождениям-те тоже молодцы устроили праздник в день чумы	-1	-1	2	1	-1	-1
21144	Я уже запер я на карантин, ведь наша медицина одна из худших в мире, заболеет в рф - умереть в рф.	-1	-1	1	1	-1	-1
21146	[USER], а ничего что в Италии большая часть населения люди пожилого возраста... там полный карантин, в отличии от той-же Беларуси	-1	-1	2	1	-1	-1
21147	"Такие моральные уроды ""не хочу на карантин, я ж молодой, че мне будет"" Италию до пандемии и довели."	-1	-1	2	2	-1	-1
21148	Только так и можно добиться подвижек в борьбе с эпидемией: угомонить неадекватов, которые не желают карантин соблюдать.	-1	-1	2	1	-1	-1
21151	Тут главное распространение остановить, что наша страна и делает, сажая подозрительных товарищей на карантин.	-1	-1	2	2	-1	-1
21154	Пока у нас этим специалисты занимаются и спокойно решают проблему, отправляя часть людей на карантин - японцы, американцы и итальянцы у себя реалити-шоу устраивают.	-1	-1	2	1	-1	-1
21156	Германия со 2 ноября вводит карантин !	-1	-1	1	1	-1	-1
21157	Только капельницы  пять дней вылечился и пять дней карантин... и я здоров	-1	-1	1	1	-1	-1
21160	Насколько я понимаю у них есть страховщики-причина смерти точная -у нас иначе-много раз болели гриппом -всегда диагноз орви-забавно за 10 лет сто раз был карантин по гриппу-ни разу не болели -всё орви-думаю сейчас также с коронавирусом в России-орви!!	-1	-1	1	1	-1	-1
21163	[USER], их же сразу на карантин, даже в город вроде не выпускают.	-1	-1	1	1	-1	-1
21165	Я на карантине нахожусь в аккурат из-за оленя, который приехал с отпуска и сразу на работу вышел, как итог из-за одного говна город собираются весь закрыть!	-1	-1	0	1	-1	-1
21167	[USER], порно - это уже слишком, чем ещё заниматься на карантине?	-1	-1	1	1	-1	-1
21172	Если человек нарушает режим самоизоляции — его помещают в принудительный карантин, бегство из которого грозит нехилым наказанием.	-1	-1	1	1	-1	-1
21178	Взяли и ушли на карантин сами, че вам мешает?	-1	-1	1	1	-1	-1
21179	Заседание по случаю карантинных мер без допуска посетитеелй в зал.  Истец - Павел Чупрунов, которого ИКМО в нарушение закона и решения суда , не зраегистрировали в качестве кандидата в депутаты.	-1	-1	1	1	-1	-1
21181	Власть сначала допустила пандемию а потом героически спасали, в практике СССР была борьба с пандемией и надо было использовать опыт тех времён, а нужно было потенциально инфицированых туристов отправить на обсервацию отдельно от проживания здоровых граждан ещё это называется КАРАНТИН и не было таких масштабов болезни в России, но для этого надо было власти проявить силу воли и включить мoзги чего не оказалось как обычно.	-1	-1	2	2	-1	-1
21184	В Китае новприбывших после прохождения таможни в  аэропорту сразу в автобусы и на карантин, у нас взяли пробы и пассажир самостоятельно добирается домой по пути заражая N колличество людей а потом его самого больного увозят в больницу.	-1	-1	2	2	-1	-1
21187	Что мешало властям сразу закрыть границы, а всех въезжающих граждан пропускать только по спецкоридорам сразу на карантин под наблюдение?...	-1	-1	2	1	-1	-1
21188	То как ни посмотришь новости, полно бессознательных граждан, которые чихать на карантин хотели...	-1	-1	2	1	-1	-1
21190	В торговые центры на карантине пойдут те, кто до последнего за несчастными сосисками в Польшу ездил.	-1	-1	1	1	-1	-1
21191	[USER], нет, но скажу так, у меня мать в Италии живёт, каждый день я на связи, все серьезно, ещё недели три назад люди на 8-ое марта гуляли по улицам италии, потом за пару тройку дней все поняли, что эпидемия, щас карантин, города закрыты, улицы пустыи, больницы переполнены, будьте бдительны и берегите себя, и близких.	-1	-1	1	2	-1	-1
21193	[USER], они очень долго не обьявляли карантин потому что туризм -главная отрасль в стране и сейчас его хреново соблюдают	-1	-1	1	1	-1	-1
21194	[USER], не все можно на месяц закупить и не думали они что надолго карантин.	-1	-1	1	1	-1	-1
21195	Сделали карантин, так нет все москвичи по областям и деревням попёрлись!	-1	-1	1	1	-1	-1
21197	Че делать с компаниями которые не закрылись на карантин?	-1	-1	1	1	-1	-1
21198	Вообще сейчас такой период у эпидемии, что необходимо всем странам прекратить любое сообщение друг с другом, в городах ввести карантин - чтобы не было больших скоплений людей.	-1	-1	2	2	-1	-1
21207	А в Уфе мэр города Мустафин слетал в период эпидемии в отпуск за границу, а по прилету обратно, даже вышел сразу на работу, не уходя на карантин, и проводил у себя совещание, собрав вокруг себя людей и глубоко наплевав на здоровье граждан города и региона.	-1	-1	2	1	-1	-1
21211	* Курской области (почти 200 случаев заболевания пневмонией только за последнюю неделю, основной возраст пациентов — от 7 до 14 лет), на Ямале (более 120 заболевших, треть из которых — школьники), в Тюменской области (среди заболевших — несколько десятков учеников, шесть школ на карантине), во Владимирской области.	-1	-1	1	1	-1	-1
21214	Наш народ такой отбитый, всё у них хорошо и ничего им не грозит, да вы посмотрите элементарно на то как наше правительство готовится бороться с заразой и какие меры сделаны, и сравните какие были в Китае и какие в Италии, а какие в других странах, я уверен даже если бы был введен особый карантин, наш народ это бы не остановило, у нас все через, в Китае в Италии людям сказали сидеть они сидели, наши будут за границу летать отдыхать, все хорошо у них, а потом распространять заразу и вести её в страну, как не крутите но цифра в стране будет расти в любом случае, и благодаря тем выдающимся гражданам мы будет получать всё больше и больше заразы, нашим людям говорят нет дефицита в продуктах но они кучами идут покупать туалетную бумагу!	-1	-1	1	1	-1	-1
21219	[USER], без вас наверное  разберутся, надо будет продлят карантин, вот и сидите на диване дальше, диванный эксперт	-1	-1	1	1	-1	-1
21220	[USER], никто не знает кто раньше помрет, так что не обольщайтесь, кстати игра с внуками не самое плохое занятие во времена карантина	-1	-1	1	1	-1	-1
21221	[USER], в этом-то и суть карантина, чтобы не нагружать мед. учереждения.	-1	-1	2	2	-1	-1
21222	На карантин идут те кто не контактирует с людьми...	-1	-1	1	1	-1	-1
21225	[USER], Пушкин на карантине был в 1830 году с сентября по декабрь	-1	-1	1	1	-1	-1
21227	Только в ека или по всей области ?а то кто на карантине а другие по тоговикам гуляют , вообщем какой то карантин непонятный	-1	-1	1	1	-1	-1
21228	Да когда этот дурдом закончиться, у самих объявлен карантин , а люди элементарно не могут маски купить , а больницы маленьких городов России вообще работают в режиме аля 90е , нет нечего,, прием введут врачи сами без масок , пример сама лично столкнулись приехала в родной город Богданович, Свердловской облати , больница ужас , если у врачей нет даже масок то это о чём-то говорит, а в городе жизнь кипит , вообщем дурдом, хватит наверно уже всем помогать , сделайте нашу жизнь лучше и безопаснее	1	1	1	1	-1	-1
21229	Не прошел карантин заразил всех вокруг это статья	-1	-1	2	1	-1	-1
21231	[USER], Надо было закрывать еще в декабре, все прилеты на карантин.	-1	-1	2	1	-1	-1
21235	Вчера в The Wall Street Journal вышла паническая статья с призывом к правительству, что бы оно как то модернизировало карантин, что бы не устроить самый масштабный обвал в экономике США.	-1	-1	1	1	-1	-1
21237	по опыту других стран, той же Италии, там как раз также ввели мягкий карантин сначала	-1	-1	1	1	-1	-1
21243	Детские сады на карантин не закрыли, а  на площадке   то на карантине , а кто то  за двойные стандарты?	-1	-1	1	1	-1	-1
21245	Может ей сказали нех сидеть 2 недели на карантине иди читай лекции и лечи больных... в мадрид сгоняла а теперь еще отдыхать будет?	-1	-1	1	1	-1	-1
21249	Ну и няню бы выдовал тем у кого дети и кто работает в этот карантин	-1	-1	1	1	-1	-1
21254	[USER], вообще-то везде объявлен карантин.	-1	-1	1	1	-1	-1
21258	Задумайтесь и соблюдайте правила гигиены и карантин.	-1	-1	2	1	-1	-1
21259	Если бы государство этой корзиной обеспечивала всех кто на карантине бесплатно, тогда да.	-1	-1	1	1	-1	-1
21260	С момента, когда кто-то заболел, но ему не нужна медпомощь, члены его семьи находились бы дома 2 недели до завершения карантина внутри семьи.	-1	-1	1	1	-1	-1
21265	[USER], и забирали бы ИХ СРАЗУ на карантин в инфекцию!!!	-1	-1	2	1	-1	-1
21266	Поперлись, отдохнули и ещё здесь не хотят карантин соблюдать!!	-1	-1	2	1	-1	-1
21267	Власти вводят карантины не для того, что бы люди перестали умирать или заболевать сейчас, а что бы эту прогрессию остановить.	-1	-1	2	2	-1	-1
21270	[USER], 4000 рублей за соблюдение карантина.	-1	-1	1	1	-1	-1
21271	вот я созванивался со своей бабушкой из Карелии, вчера, она говорит, что пожилые карантин соблюдают, это ещё им за это ничего не платят, понятное дело.	-1	-1	1	1	-1	-1
21274	Этт дорогие россичне не китайцы виноваты а том что произошло в китае.а это американцы   военные которые еще в 2015 году создали этот вирус  коронавирус типа бактериологического оружия и тайно завезли на территорию китая под видом мирной миссии  в ухане во время торговой вайны между китаем  и сша и вылилося эта пандемия по всему миру.а вот американци оказались в ошибке своих просчетах что вирус убьет всех   теперь  и в странах европы и других странах мира.а вот сами китайцы и заразились первыми и первыми стали разносчиками этого опаснго заболевания коронавирус и карантин ее соблюдали и летали по всему миру больными.а вот глава всемирного здравоохранения не отрицвет этот  выход это создать вакцину и прививать  мы не сделаем то человечество может вымреть за 2-3 года.	-1	-1	2	1	2	2
21275	В России бы в районные больницы хоть по паре ИВЛ, да масок, да и врачейа в регионы при Москве, тем более... сотни москвичей уже приехали проводить карантин на дачах...	-1	-1	1	1	-1	-1
21279	Природа Шашлыки Рыбалка и прочие прелести Евгений это карантин для чиновников а для работающих просто рабочая неделя Человеку труда некогда отдыхать	-1	-1	1	1	-1	-1
21281	"Онищенко счел неактуальным весенний сценарий локдауна в  ""мы поняли, что это не чума."	-1	-1	1	1	-1	-1
21286	У нас уже есть и туалетная бумага, и гречка с макаронами, так что я к самоизоляции или карантину готов.	-1	-1	1	1	-1	-1
21289	Важнее, с каким количеством людей каждый из них контактировал или они были сразу на карантине.	-1	-1	1	1	-1	-1
21290	[USER], кстати про индусов, возможно вы не это не видете в своём зомбоящике, но там полиция разгоняет палками население в комендантский час и в карантин.	-1	-1	1	1	-1	-1
21293	Надо делать так. Выехал из страны во время карантина.	-1	-1	1	1	-1	-1
21296	Поп клоуны заболели... ищите их на карантине	-1	-1	1	1	-1	-1
21299	Сильная вспышка коронавируса в среди хасидов Бруклина  65 хасидов, вернувшихся из США, заражены коронавирусом /  В то же время в Питере из-под карантина выпустили аж 700 студентов - ни один не заболел.	-1	-1	1	1	-1	-1
21301	[USER], Я решил сегодня смотаться в Ашан, поскольку закрываюсь на неделю на карантин.	-1	-1	1	1	-1	-1
21302	"[USER], а если будете все же ложиться в больницу, то заставят пройти кучу тестов, побегать по ""красным зонам"", посидеть на карантине и только потом сможете лечь"	-1	-1	1	1	-1	-1
21306	И что они и 30градусов мароза гуляют, и карантин с гриппом.	-1	-1	1	1	-1	-1
21312	Люди вынуждены сидеть на карантине, чтобы не заразиться прямо сейчас и не нагружать собой и так переполненные больницы.	-1	-1	1	2	-1	-1
21316	[USER], ну все возможно, лишь бы в вашей все в порядке было) и в головах тех кто карантин не соблюдает, ведь при таком отношении и парада в мае не будет!	-1	-1	2	1	-1	-1
21318	Правильно делают, люди ещё в средивековье знали что карантин самое эффективное средство от заразы.	-1	-1	2	2	-1	-1
21320	У нас республика маленькая, но народ очень серьезно относится к карантину.	-1	-1	2	1	-1	-1
21323	Ну если вы невдупляете что карантин дома сидеть без надобности не ходить.	-1	-1	2	1	-1	-1
21324	Люди уже сколько про карантин знают а в барах кафешках.	-1	-1	1	1	-1	-1
21325	Для очень одарённых в моем вопросе к тебе прямо написанно что мы именно про карантин говорим.	-1	-1	1	1	-1	-1
21326	[USER], так то школы на карантине и учеба дистанционно ведется	-1	-1	1	1	-1	-1
21331	Должно быть все сделано грамотно, что бы и люди не за свой счёт уходили и руководство в минусе не оставалось , легко сказать закройте все и все, так половина организаций загнется, куда потом ходить будите после карантина, да и у людей дело пропадёт.	-1	-1	0	0	-1	-1
21333	И те же директоры реально поднимают цены и людям работающим там приходится с возмущениями этими сталкиваться о росте цен и я Вам больше скажу народ идёт, не 3-5 чел за день, никто дома не сидит, в ТЦ где я работаю очень много школьников ходят у них карантин и родители за этим не следят.	-1	-1	1	1	-1	-1
21340	[USER], я верю главному врачу Швеции больше чем тебе ... и кстати в Швеции уже тоже карантин  , клоун )	-1	-1	2	1	-1	-1
21347	И границы, прилёты, карантин это надо было делать с  как обычно.	-1	-1	2	1	-1	-1
21348	Если бы выявили по экспресс тесту, Вы бы уже на карантине были, как контактирующий.	-1	-1	1	1	-1	-1
21349	"а Сам дома будет сидеть или на острова ""карантин"" поедет праздновать!?"	-1	-1	1	1	-1	-1
21351	И в любом случае, должен быть карантин для пациента.	-1	-1	2	1	-1	-1
21355	Поэтому и карантин 4 недели перенесли нормально.	-1	-1	1	1	-1	-1
21356	Спустя 2 нед. Роспотребнадзор поставил мне положительный результат, но прошло 2 нед.и срок карантина истек, а след.тест отрицат.	-1	-1	1	1	-1	-1
21361	Я сделала ЭКГ, И СРАЗУ меня записали к кардиологу, назначили на анализ кровь на гормоны и сахар, терапевт должен выписать бесплатные таблетки, не помирать же из-за это карантина	-1	-1	1	1	-1	-1
21362	Если в стране введут ЧС и объявят карантин и запрет на выход, с привлечением к ответственности за нарушение, то это уже будет другой разговор!!	-1	-1	1	1	-1	-1
21368	А разве Белоруссия в ходит в список  стран после посещения которых нужно на карантин??	-1	-1	1	1	-1	-1
21369	[USER], правильно, приезжих по боксам сразу, по приезду надо было еще 2 месяца назад и карантины на все города и купировать сразу, а то начали руками махать , как всегда, когда уже эпидемия пошла.	-1	-1	2	2	-1	-1
21372	[USER], вы наверно успели прикупить до Карантина?	-1	-1	1	1	-1	-1
21376	Хорошо наблюдать происходящее на борту авианосца «Теодор Рузвельт» – рост числа заболевших от 3 до 25 за несколько дней, несмотря на меры по карантину и дезинфекции кают.	-1	-1	1	0	-1	-1
21378	Знает, что если кто-нибудь с этого торжества заболеет, так он хоть не будет сидеть 14 дней на карантине.	-1	-1	1	1	-1	-1
21380	[USER], Поздравляю с наградой, пока виртуальной, вручение после окончания карантина...	-1	-1	1	1	-1	-1
21381	Я из-за этого вируса не могу на вахту уехать, карантин обьявление и не заехать теперь.	-1	-1	1	0	-1	-1
21384	Я в карантин с собакой в 5 утра ходила в парк гулять, народу было - умотаться!	-1	-1	1	1	-1	-1
21385	А так все нормально... нафига тогда вводить карантин в городе?	-1	-1	0	1	-1	-1
21387	Те кто не соблюдают карантин и самоизолирование, просто безумные люди и безответственные!	-1	-1	2	1	-1	-1
21390	[USER], нас тоже сначала не хотели закрывать и говорили также учителя даже пугали что если кто то пойдёт дома сидеть то когда вернёмся заваливать будут, говорили что на карантин не уйдём а в итоге неделя заканчивается как на карантине	-1	-1	1	1	-1	-1
21393	Всех на карантин без исключения , а через 14 дней после теста решать	-1	-1	2	1	-1	-1
21397	Направление Москва Питер, по нему перемещалось много туристов в том числе из Китая, сейчас в условиях карантина туризм замер, гостиницы полупустые, лично я часто ездила в Питер на выходные в театр, сейчас театры не работают.	-1	-1	1	1	-1	-1
21399	Все пассажиры должны быть помещены в карантин!	-1	-1	2	1	-1	-1
21400	И как Вы говорите - теплая  одежда, теплый быт, полноценное питание, обязательный карантин для заболевших!	-1	-1	2	1	-1	-1
21401	[USER], нет, просто там большинство работает в сфере туризма, а сейчас к ним никто не приезжает из за карантина.	-1	-1	1	1	-1	-1
21402	если эта тупая sykа во время чумы собирается в отпуск за границу, то нет никакой уверенности, что она отсидит  положенные 2 недели под замком на карантине после отпуска	-1	-1	1	2	-1	-1
21403	идиоты, в Беларуссии вапще карантина не вводили и люди не болеют.	-1	-1	0	0	-1	-1
21406	Но грипп не порождает того безумия, при котором закрывают музеи и театры, но оставляют открытыми всевозможные притоны, и в угоду новомодному жупелу перестают уделять должное внимание, например, сердечникам и гипертоникам, на чью долю, кстати, приходится половина всех смертей, и чье состояние карантинные мероприятия только усугубляют.	-1	-1	0	0	-1	-1
21407	"Не думаю, что с локдауном лучше!,, Кто ищет- тот найдёт!"""	-1	-1	1	1	-1	-1
21408	"А ещё, кто под наблюдением в больницах, а ещё те, кто,, явился- незапылился"" и сидят под домашним карантином!"	-1	-1	1	1	-1	-1
21413	Навального закрыть необходимо на пожизненный карантин	-1	-1	1	1	-1	-1
21416	[USER], да и по салонам красоты , магазинам и заводам пока никто не заразился и на карантине работать продолжают  помирать и дохнуть начали реально и в России!	-1	-1	0	1	-1	-1
21417	"По городу на салоны красоты навесили таблички "" карантин"" , но исправно ведут прием с черного входа."	-1	-1	1	1	-1	-1
21418	Да уж а кормить семью чем сидя в карантине никто не сказал...	-1	-1	0	1	-1	-1
21419	А кто отпуск взял на 2 недели заранее и попал на карантин весь отпуск в эти даты	-1	-1	1	1	-1	-1
21423	Он обязан был подойти к ней и предупредить о том, что она нарушает правила карантина в разгар пандемии.	-1	-1	1	1	-1	-1
21425	Кто нибудь разъяснит наконец на следующей неделе налоговые инспекции в Москве будут работать, или на работников налоговых органов  карантин не распространяется?	-1	-1	1	1	-1	-1
21426	А если работодатель не хочет соблюдать карантин, тогда кого штрафовать?	-1	-1	1	1	-1	-1
21428	Нужно быть наиболее внимательным к здоровью, соблюдать карантин, минимизировать контакты.	-1	-1	2	1	-1	-1
21429	Скажите пожалуйста, на военных это распространяется , будет карантин?	-1	-1	1	1	-1	-1
21430	Осенью 1830 года А.С. Пушкин вынужден был три месяца сидеть в деревне Болдино из-за карантина, объявленного по причине эпидемии холеры.	-1	-1	1	1	-1	-1
21434	Познакомлюсь с девушкой , что бы отсидеться на карантине вместе ))	-1	-1	1	1	-1	-1
21435	Им посидеть 2 недели в карантине не охота, а остальным что, болеть из-за них?	-1	-1	2	2	-1	-1
21439	[USER], в некоторых  случаях карантин подразумевает полную изоляцию эпидемического очага с вооружённой охраной по периметру.	-1	-1	1	1	-1	-1
